"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","cosmi","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40","cosed"
"Kings County Hospital Center","Wellness and Recovery Center OTP","591 Kingston Avenue","","Brooklyn","NY","11203","","Kings","718-245-2623","https://www.nyc.gov/html/hhc/kchc/html/home/home.shtml","40.6592376","-73.9410228","SU","1","1","1","","1","","","1","","","1","","","","","","","1","1","","1","1","1","1","","","","","1","","","","1","1","","","1","","","","1","","","","","","1","","1","","1","1","1","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","","","","1","","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","","1","","","","","","","","","","1","1","","1","1","1","1","","1","","","1","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"Child Center of NY","Cohen Family Wellness Center","43-08 52nd Street","2nd Floor","Woodside","NY","11377","","Queens","718-458-4243","https://www.childcenterny.org","40.7438006","-73.9126853","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","","","","1","","","","","1","1","1","","1","","1","1","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","","","","","1","1","","","1","","1","1","1","1","1","","","1","","","","","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","","1","1","1","","1","1","","1","","1","1","","1","1","","1","","1","","1","1","","","1","","1","","1","","","1","1","1","","1","","","","","","","","","1","","","","","","","","","1","","","","","","","","","1","1","","","","","1","1","1","","","","","","","","","","","","","","","","","","","",""
"Reality House Inc","Outpatient","31-75 23rd Street","4th Floor","Astoria","NY","11106","4028","Queens","212-281-6004 x400","https://rhiny.org","40.7646491","-73.9299659","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","","","","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","1","","","1","1","1","1","1","","","1","","","1","1","1","1","1","","1","","","","","1","1","1","1","","1","","1","1","1","","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","","1","1","1","","","","","","","","","","1","","1","1","","","","1","","","1","","","","","","","1","1","","1","1","1","1","","1","","","","","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Outreach Development Corporation","Residential Rehab for Youth 1","16-14 Weirfield Street","","Ridgewood","NY","11385","","Queens","718-456-7820","https://www.opiny.org","40.6970234","-73.9056237","SU","1","","","","","","","1","","","","","","","","1","","","1","","","1","1","1","","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","1","","1","","","1","1","1","","","","","","1","","","","","1","1","1","1","1","","","","","","","1","1","1","","1","1","1","1","1","","","1","1","1","1","","1","1","","","1","","","1","1","","1","1","1","","","1","","1","1","1","","","1","","1","1","","1","1","1","","1","1","1","","1","1","1","","1","","","","","1","","","","","1","","1","","","","","1","","","1","","1","","","","1","","1","","1","1","","1","","1","","","","1","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Metropolitan Center for Mental Health","","160 West 86th Street","","New York","NY","10024","","New York","212-362-8755","https://www.metropolitancenter.com","40.787204","-73.974499","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","","","1","1","","","1","","","","","1","1","","1","1","","1","","","1","1","","","","","","","1","1","1","","","1","","1","1","","","1","","1","1","1","1","1","","","1","1","","","","1","1","1","1","1","","","","1","1","","1","","1","1","1","","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","1","1","1","1","","","1","1","1","","1","1","","","1","1","","","","1","","1","1","","","","","","1","","","","","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"New York Therapeutic Communities Inc","Brooklyn Outpatient Program","2071 Fulton Street","","Brooklyn","NY","11233","","Kings","347-770-8650 x206","https://www.staynout.org","40.6783607","-73.9101412","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","","","","","","","","","1","1","1","1","1","","1","","1","","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","","","","","","","","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","1","","","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","","1","1","1","","","","","","","","","","1","","1","1","1","","","1","","","1","","","","","","","","1","","1","1","1","1","","1","","","","","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Serendipity I The John David Ctr RR","","2071 Fulton Street","","Brooklyn","NY","11233","","Kings","917-304-0070","https://www.staynout.org","40.6783607","-73.9101412","SU","1","","","","1","","","1","","","","","","","","1","","","1","","1","1","1","","1","","","1","1","1","1","","","","","1","1","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","1","","1","1","1","","1","1","","","","1","","","","","1","","1","","","","","","","","","","1","1","1","1","","1","1","1","1","1","","1","1","","1","","","","1","1","","1","","","1","","","1","1","1","","","","1","1","1","","1","","","1","1","1","","1","1","","","","1","1","","1","","1","1","1","","","","1","1","","","","","1","","1","","","","","1","","","","","","1","","","","","1","","1","1","1","","","1","","","","1","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","",""
"RHI Community/Veterans Behav Hlthcare","820 Rehab Reintegration","8-13 Astoria Boulevard","","Astoria","NY","11102","","Queens","212-281-6004","https://www.rhiny.org","40.7727467","-73.9318405","SU","1","","","","1","","1","1","1","1","","1","","","","1","","","1","","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","1","1","1","","","","1","1","1","","","1","","","","","1","","1","","","","1","","","","","","","1","1","","","1","1","","1","1","","","1","","","1","1","","1","","","","","","1","","1","1","1","1","","","","1","","","","","","1","1","1","1","1","1","1","","1","","1","1","","1","","1","1","1","","1","","1","1","1","1","1","","1","","1","1","1","","","1","1","1","1","1","","","","","","1","1","","1","1","1","","","1","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Seek Counseling LLC","Outpatient Clinic","408 77th Street","Lower Level 1","Brooklyn","NY","11209","","Kings","718-833-3320","https://www.seekcounseling.com/","40.6290712","-74.0252909","SU","1","1","","","1","1","1","1","1","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","","","","","","","","","1","1","","","1","","","","","1","1","1","","","","1","","","","1","1","","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1","","","1","1","1","1","1","","1","1","","","","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","1","","1","1","","1","","1","1","1","1","","","1","1","1","1","1","1","","","","1","","","","1","1","1","","","","","","","1","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NYC HHC Metropolitan Hospital Center","Methadone Treatment Program","1900 2nd Avenue","2m32 Psychiatric Pavilion","New York","NY","10029","","New York","646-672-3600","https://www.nychealthandhospitals.org/metropolitan/","40.7856092","-73.9458441","SU","1","","1","","","","","","","1","1","","","","","","","1","","","1","1","","1","","","","","1","","","","","1","","","","","","","1","","","","","","1","","1","","","","1","","","","","","1","1","1","1","1","","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","","1","","","","1","","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","1","","1","1","","","1","","1","","","1","","1","1","1","1","1","","","1","","1","","","1","1","","","","","","","","","","","","1","","","","","","","","","","","","1","1","1","1","","","","","","1","1","","","","","1","1","","1","1","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Addiction Care Interventions","Medically Supervised Withdrawal","589 Rockaway Avenue","","Brooklyn","NY","11212","","New York","212-293-3000 x1005","https://www.acirehab.org","40.6654132","-73.9094493","SU","1","1","1","","1","","1","1","1","1","1","","","","","","","1","1","","1","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","1","1","","1","1","","","","","","","1","1","","","","","","","1","1","","1","1","1","","1","1","1","","","1","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","1","1","","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","","","","","","","","","1","","1","","1","","","","1","","","1","1","1","","","1","","","","","1","","","1","1","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Addiction Care Interventions","Inpatient Rehabilitation Program","589 Rockaway Avenue","","Brooklyn","NY","11212","","New York","212-293-3000 x1005","https://www.acirehab.org","40.6654132","-73.9094493","SU","1","","1","","1","","1","1","1","1","1","","","","","","","1","1","","1","1","1","","1","","","1","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","1","","1","1","","","","","","","1","1","","","","","","","1","1","","1","1","1","","1","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","1","1","","1","1","1","","","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","","","","","","","","","1","","1","","1","","","","1","","","1","1","1","","","","1","","","","1","","","","1","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Institute for Community Living Inc","Outpatient Clinic","2581 Atlantic Avenue","","Brooklyn","NY","11207","2412","Kings","929-626-1070","https://www.iclinc.org","40.6758828","-73.8992968","SU","1","","","","","","","1","1","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","","","","","","","","","1","1","1","1","1","1","","1","1","","1","1","","","","","1","","","1","1","","","","","","","","","","","","","1","1","1","","1","1","","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","1","","","1","","","1","1","1","1","1","","1","1","1","","1","","","","","1","1","1","1","1","","1","","1","","1","1","","","1","","1","","","","","1","1","","","","","","","","","","","","1","1","","1","","","","","","","","","","","1","","","","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","",""
"Saint Josephs Hospital/Yonkers","Methadone Clinic 1","211-221 Powell Street","","Brooklyn","NY","11212","","Kings","718-485-6000 x201","https://www.stvincentswestchester.org","40.6692095","-73.9035095","SU","1","","1","","1","","","1","","","1","","","","","","","1","1","","","1","","1","","","","","1","","","","","1","","","1","","","","","1","","","","","","","1","","","","1","","","","","","1","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","1","","","","1","","","1","1","1","1","","","1","","","","","","1","1","1","","","1","1","1","1","1","1","","","1","1","","","1","","","1","1","1","","","","","","","","","","1","1","","1","","","","1","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","1","","","","","","","1","1","","1","","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"Bay Street 822 Program","Outpatient Clinic","56 Bay Street","6th Floor","Staten Island","NY","10301","2563","Richmond","718-808-1439","https://sunriver.org","40.6407206","-74.0760463","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","","1","1","","","1","1","","","","1","1","","1","1","1","","","","1","","1","","","","","","","1","1","1","","","","","1","1","","","1","","","1","1","1","1","1","","1","","","","","","1","1","1","1","","1","","1","1","1","1","","","","1","","1","1","","1","","1","1","","","1","1","1","1","1","","1","","1","1","1","1","","","1","","","","","","","","1","1","","1","","","","","","1","1","1","1","1","","","","","","","","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vertex LLC","Outpatient Clinic/Additional Location","2639 Atlantic Avenue","","Brooklyn","NY","11207","","Kings","718-794-3808","https://www.vertexllc.org","40.6759978","-73.8972259","SU","1","1","","","","","","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","","1","1","","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","","1","","","","","1","","","1","1","1","","","1","1","1","1","1","","","","","","1","1","","1","1","1","1","","1","","","","1","","","","","","1","","","1","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","",""
"Project Hospitality Inc","The Recovery Program","14 Slosson Terrace","1st Floor","Staten Island","NY","10301","","Richmond","718-273-8409 x210","https://www.projecthospitality.org","40.6392636","-74.076138","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","","","","","","","","","1","1","1","1","1","","1","1","1","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","","1","","1","1","1","1","","","1","","1","1","1","1","1","","","1","1","","1","1","1","1","1","1","1","","","1","1","1","","1","","1","1","1","","1","1","","","1","1","1","","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","","1","1","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","","","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1"
"Vida Nueva","Outpatient Clinic","127 East 105th Street","","New York","NY","10029","","New York","934-300-2552 x1352","https://www.acacianetwork.org","40.7919581","-73.9471644","SU","1","","","","","","","1","1","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","1","","","","","","1","","1","","","","1","","1","1","1","","1","","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","1","","","","","","1","","1","1","1","","","1","","1","","1","","","","","","","1","","1","1","","1","","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Able House RRi","","168 East 107th Street","","New York","NY","10029","","New York","212-348-4660","https://bowencsc.org/","40.792365","-73.9449516","SU","1","","","","","","","","","","","1","","","","1","","","1","","1","1","1","","","1","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","1","1","","","1","","","1","1","1","1","","","","","","","","","1","1","1","","","","","","1","","","","","","1","1","","1","1","","1","","","1","","","","1","1","1","","","","","","","","","","1","","1","1","","","","1","","","1","","","","","","","","1","","1","1","1","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Odyssey House Inc","Women and Children Program","13 Hell Gate Circle","","New York","NY","10035","","New York","212-426-6677","https://odysseyhousenyc.org","40.7851779","-73.9278533","SU","1","1","","","1","","","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","1","","1","1","","","","1","","","","1","","","1","1","","1","1","1","1","","","","","","","1","","1","1","1","","1","","","1","1","","","1","1","","1","1","1","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","","","1","","1","","","1","","","","1","1","","1","","1","1","1","1","1","1","1","","1","","1","","","1","","","","1","","","","","1","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Odyssey House Inc","SRR 2/Kate Rothko Center","13 Hell Gate Circle Annex","Wards Island","New York","NY","10035","","New York","646-385-4502","https://www.odysseyhousenyc.org","40.7851779","-73.9278533","SU","1","1","","","1","","","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","","","1","1","","","","1","1","","1","1","1","","","","1","1","1","1","1","1","1","","","1","","","","1","1","","","1","","","1","1","","","1","","","1","1","","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","","","1","","1","","","1","","","1","","","","","","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","","1","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Odyssey Wards Island SRR 1","George Rosenfeld Center for Recovery","13 Hell Gate Circle","","New York","NY","10035","","New York","212-426-6684","https://www.odysseyhousenyc.org","40.7851779","-73.9278533","SU","1","1","","","1","","","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","1","","1","1","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","","1","1","","","","1","1","","","1","1","","","","1","1","1","1","1","","","","","1","","","","1","1","1","","1","","","1","1","","","1","","","","1","1","1","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","","","1","","1","","","1","","","","1","","","1","","1","1","1","","1","1","1","","1","","1","","1","1","","","","1","","","","","1","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Hands on Health Associates LLC","Outpatient Clinic","249 Pennsylvania Avenue","","Brooklyn","NY","11207","3436","Kings","347-547-3626","https://www.handsonny.com/","40.6715273","-73.8953348","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","","","1","","","1","1","","","","1","1","","","1","1","","","","","","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","","","","","1","1","","","","1","","","1","1","","1","","1","","1","","","1","","","","1","","","","","","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","1","","","","",""
"Catholic Charities Neighborhood Servs","Flatbush Recovery and Wellness","1623 Flatbush Avenue","Lower Level","Brooklyn","NY","11210","3262","Kings","718-951-9009","https://www.ccbq.org/","40.6311073","-73.9450749","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","","","","1","","","","","1","1","1","1","1","","1","","","","1","1","","","","1","","","","","","","1","","1","","1","","","","","","1","1","1","1","1","","1","","1","1","","","1","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","","","1","1","","1","","1","1","1","","1","1","","","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","","","","","","","1","","1","","1","","","","","","","1","","","","","1","","","","","1","","","","","1","1","","","","","","","","","","1","","","","","","1","","","","","1"
"Saint Martin De Porres OTP","Alabama Clinic","480 Alabama Avenue","1st and 2nd Floors","Brooklyn","NY","11207","","Kings","718-485-3400 x103","https://www.saintjosephs.org","40.6641813","-73.897073","SU","1","","1","","1","","","1","","","1","","","","","","","1","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","1","","","","","","","","1","","1","1","1","","1","","","","1","1","1","","","","1","1","","","1","","","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","1","1","1","","","","1","","","1","1","1","1","","","1","","","","","","1","1","1","","","1","1","1","1","","1","","","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","","","1","1","","","","","","1","","","","","1","","","","","","","","","","","","","1","","1","","","","","","1","1","","","","","1","","","1","1","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Elmhurst Hospital Center","Opiate Dependency Treatment Services","79-01 Broadway","Annex O, 2nd Floor, Elmhurst Hospital","Elmhurst","NY","11373","","Queens","718-334-3190","https://www.nychealthandhospitals.org/locations/elmhurst/","40.7450814","-73.8857797","SU","1","","1","","1","","1","1","1","1","1","","","","","","","1","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","1","","","","","","1","","1","","1","1","1","","","","","","1","1","1","1","1","","1","1","1","1","1","","","","","","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","","","","","1","","","","1","1","1","1","1","","1","1","1","1","","","","1","1","1","","1","1","","1","1","","1","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"Elmhurst Hospital Center","Alcoholism Outpatient Clinic","79-01 Broadway","H Building, Room H3-117","Elmhurst","NY","11373","","Queens","718-334-4601","https://www.nychealthandhospitals.org/locations/elmhurst","40.7450814","-73.8857797","SU","1","1","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","1","","","","","1","","","","1","1","","","1","","","","1","","","","","","1","","1","","1","1","1","","","","","","1","1","1","1","1","","1","1","1","1","1","","","","","1","","","","","","","","","","","1","1","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","","","","","1","","","","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","","1","1","","1","","","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"CARES","Other Licensed Practitioners","1111 Amsterdam Avenue","7th Floor, Mount Sinai Morningside","New York","NY","10025","","New York","212-523-7233","https://www.childandfamilyinstituteny.org","40.8054067","-73.9613307","SU","1","","","","","","","1","","","","","","","","","","","1","","1","1","1","1","","","","","1","","","","","","","","1","","","","1","","","","","","","","1","1","1","","1","","","","","","","1","","1","1","","","","","1","1","1","","","","","","1","","","","","1","1","1","1","","","","","","","","1","1","1","","","1","1","1","1","","","1","","1","1","","1","1","","","1","","","1","","1","1","1","1","","","","","","1","","1","","1","1","1","1","1","1","1","","1","","","1","","","1","1","1","1","","1","","1","1","1","","","","1","","","","","","1","","","","","","","","","","","","","","1","","","1","","1","","","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Greenhope Services for Women Inc","Stabil Rehab Reintegration","435-439 East 119th Street","Basement, 1st-8th Floors","New York","NY","10035","3627","New York","212-360-4002","https://acacianetwork.org/greenhope/","40.7974756","-73.9326005","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","","","","","","","1","","","","1","","","1","1","","","1","1","1","1","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","1","","1","1","1","","","","1","","","1","1","1","1","1","1","","1","","1","1","","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","","","","","","","","","1","","","1","1","","","1","","1","1","1","","","","","","","1","","1","1","","","","","","","","1","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Staten Island University Hospital","Methadone Clinic","111 Water Street","","Staten Island","NY","10304","","Richmond","718-226-4990","https://www.northwell.edu","40.6272171","-74.077813","SU","1","","1","","","","","","","","1","","","","","","","1","","","1","1","1","","1","","","","1","","","","","1","","","","","","","1","","","","","","","","1","1","1","1","1","","","","","","1","1","1","1","1","1","","1","","1","1","1","1","","1","","1","","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","","","","1","1","","","","1","","","1","1","1","1","","","1","","","","","","1","1","1","","","1","","1","1","1","1","","1","","1","","","1","1","1","1","1","1","1","","","","1","1","1","","","1","","","","","","","1","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","1","1","","1","1","1","","","","1","1","","1","1","1","","","","","","","","","","","","","","","","1","","","",""
"Odyssey Manor IR 2","Adult Program","219 East 121st Street","","New York","NY","10035","","New York","212-987-5120","https://Odysseyhousenyc.org","40.8009521","-73.9364523","SU","1","","","","1","","","1","1","1","","","","","","1","","","1","","","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","1","1","1","","1","1","","","","1","1","","","1","1","","","","1","1","1","1","1","1","","","","","","","","1","1","","","","1","","1","1","","","1","","","1","1","","1","","","","","","1","","1","1","1","1","","","","1","","","1","","","1","1","1","1","1","1","1","1","","","1","1","","1","","1","1","1","","1","","1","","","","","","1","","","1","","","","1","","","1","","","","","","","","1","","1","","1","","","1","1","1","","1","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Staten Island University Hospital","Outpt Methadone Treatment Program","567 East 105th Street","","Brooklyn","NY","11236","","Kings","718-226-4930 x4944","https://www.northwell.edu","40.6510806","-73.8979301","SU","1","","1","","","","","","","","1","","","","","","","1","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","1","","","","","","","","1","","","","1","","","","","","1","1","1","1","1","","","1","","","1","1","","","","","","","","1","1","","1","","","","","","","","","","","1","1","1","","1","1","","1","1","","","1","","","1","1","1","1","","","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","","1","","","","","","","1","","","","","1","","","","","","","","","","","","1","1","1","1","1","1","","","1","","","","","","","1","1","","1","1","1","","1","","","1","","1","","","","","","","","","","","","","","","","","1","","","","",""
