"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","cosmi","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40","cosed"
"Penn Medicine Princeton House","Behavioral Health","905 Herrontown Road","","Princeton","NJ","08540","","Mercer","609-497-3300","https://www.princetonhouse.org","40.3886932","-74.6534922","SU","1","1","","","","","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","1","","","","","","","","","","","1","1","","1","","","","","","","","1","1","1","1","1","","","","","","1","1","1","","1","1","","","","1","1","1","1","1","1","","","","","","","","1","1","","","1","1","1","","","1","","1","1","1","","1","1","","1","","","","1","","","1","1","1","1","","","","1","","1","","1","1","1","1","","1","","","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","1","","1","1","1","1","","","1","1","","","1","","","","1","1","","1","1","","1","","1","","","1","1","","","","1","","1","1","","1","","","","","","1","1","1","1","1","","","","","1","","","1","","","","","","1","","1","","1","","1","","1","1","","","",""
"Ambrosia of Medford LLC","","283 Old Marlton Pike","","Medford","NJ","08055","","Burlington","609-678-0370","https://www.pinelandsrecovery.com","39.8918259","-74.8609156","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","1","1","","1","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","","","1","","","","","","","1","1","","","","1","","","","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","","1","","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","1","","","","","1","1","","1","1","","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Pinelands Recovery Center of Medford","","285 Old Marlton Pike","","Medford","NJ","08055","","Burlington","609-678-0370","https://www.pinelandsrecovery.com","39.8922054","-74.8619067","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","1","1","","1","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","","","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","","1","","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","1","","","","","1","1","","1","1","","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"New Hope Integrated Behavioral Health","Epiphany House Long Branch","373 Brighton Avenue","","Long Branch","NJ","07740","","Monmouth","732-870-9113","https://www.newhopeibhc.org/","40.2882484","-73.9973825","SU","1","","","","","","","","","","","1","","","","1","","","1","","","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","1","","","1","1","","1","1","1","","","1","","","","1","","","1","1","","","1","1","1","","","","","","","","1","1","1","1","","1","","1","1","","","","1","","","1","1","1","","","","1","","","","","1","1","1","1","","","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","","","","","","","1","","","1","1","","","1","","1","1","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Laszlo Center 4 Hope and Healing","","367 Old Bridge Turnpike","","East Brunswick","NJ","08816","2349","Middlesex","732-794-3629","https://www.laszlo4therapy.com","40.449254","-74.3954145","SU","1","","","","","","","","","","","","","","1","","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","","","","","","","1","1","","1","1","","1","1","1","1","","1","1","","1","","","","","","","1","1","1","1","1","","1","","1","1","","","1","","1","1","1","1","1","1","","1","","","1","","","1","1","1","","1","","","","","","1","","1","","1","","1","1","1","","","","","1","","","","","1","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","1","","","","","","",""
"CPC Integrated Health","Program of Assertive Community Trt","270 Highway 35","","Red Bank","NJ","07701","","Monmouth","732-842-2000","https://www.cpcintegratedhealth.org","40.3659331","-74.0839393","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","1","1","","1","1","1","1","","1","1","1","","","","","","","","1","1","","1","1","1","","1","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","1","1","1","1","","","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","1","","1","1","","","1","1","1","1","1","1","","","","1","","","1","1","1","","","","1","","","","1","","","","","1","","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","1"
"Daniel Struble LCSW LCADC","","32 Village Court","","Hazlet","NJ","07730","","Monmouth","732-335-1675","https://www.grateful-therapy.com","40.4156876","-74.1756257","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","","1","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","1","","","","1","","","","1","","1","","1","1","","1","1","1","","","","","","","","1","1","1","1","1","","1","","1","1","1","","1","","1","1","1","1","1","1","","1","","","1","","1","1","1","1","","1","","","","","","1","","1","1","1","","1","1","1","","","1","","1","","","","","1","1","","","","","","","","","1","","1","","","1","","","1","","1","","1","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1"
"Middletown Medical LLC","","600 State Route 35","","Red Bank","NJ","07701","","Monmouth","732-706-1300","https://www.pinnacletreatment.com","40.3811138","-74.0929868","SU","1","","1","","1","","","1","","","1","","","","","","","1","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","","","1","","","1","","","","","1","1","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","1","","1","","","1","","1","","","1","","","1","","1","1","","","","1","1","1","","","1","","1","","","1","1","","","","","","1","","","","","","","","","","","","","1","","1","1","","","","","","","","1","","","1","1","1","1","","1","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"New Life Medical Detoxification LLC","","773 East Route 70","Suite E-100","Marlton","NJ","08053","","Burlington","856-942-3700","https://www.Newlifecenters.com","39.8913354","-74.881168","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","1","1","","1","1","","","1","","","","1","","","","1","1","1","1","1","","","","","","","","","","","","1","","1","","1","","","","","","1","1","1","","1","","","","","","","1","1","1","1","1","1","","","1","1","1","","","","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","","1","","1","1","1","1","1","1","","","","1","","","","1","1","1","","1","1","","1","1","1","1","1","","1","1","","","1","","","","","1","","","","1","","1","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"New Hope Integrated Behavioral Health","Philip House","190 Chelsea Avenue","","Long Branch","NJ","07740","","Monmouth","732-870-8500","https://www.newhopefoundation.org","40.3007544","-73.987128","SU","1","","","","1","","1","1","1","1","","1","","","","1","","","1","","1","1","1","","1","","","1","1","","1","","","1","","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","1","1","1","","","","","","","","1","1","1","1","","1","","1","1","","","","1","","","1","1","","1","","","1","","","","","1","1","1","1","","","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","","","1","1","","","","1","1","1","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Harbor Wellness and Recovery Ctr LLC","","2139 Highway 35 North","Suite 120","Holmdel","NJ","07733","","Monmouth","855-698-3554","https://www.harborwellnesscenter.org","40.4159268","-74.157232","SU","1","","","","1","","1","1","1","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","1","","1","1","1","","","","","","1","1","1","1","","1","","","1","1","","1","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","","1","","","1","","1","1","1","1","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","","","","1","1","","1","","","","","","","1","1","","1","1","1","1","","","","","","1","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Diamond Counseling Center","","2186 NJ- 27","Suite 1C","North Brunswick","NJ","08902","","Middlesex","732-248-1805","https://","40.4559883","-74.512823","SU","1","","","","","","","","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","","1","1","","","1","","","","1","1","","","1","1","","1","1","1","","1","1","1","1","","","","","","","","1","1","1","1","1","1","","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","1","","1","","1","","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","1","","1","","","","","1","","1","","","","1","1","","","1","1","","1","","","","","","","1","1","","1","1","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Central Jersey Comprehensive Treatment","Habit Opco LLC","111 State Route 35","Suite 7","Cliffwood","NJ","07721","1515","Monmouth","732-727-2555","https://www.ctcprograms.com/location/central-jersey-comprehensive-treatment-center/","40.4416748","-74.2305883","SU","1","","1","","1","","","1","","","1","","","","","","","1","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","","1","","","1","1","1","1","","","1","1","","1","1","1","1","1","","","","","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","","","1","","1","1","","1","1","","1","","","","","1","","","","","","","","","","","1","1","1","1","1","1","","","","1","1","","1","","","1","1","","1","1","1","","","","1","","","1","1","","","","","","","1","","","","","","","","1","1","","","","",""
"Center for Great Expectations","Roots to Recovery","984 Bergen Avenue","","North Brunswick","NJ","08902","","Middlesex","732-993-6403","https://www.cge-nj.org","40.4708619","-74.4670145","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","1","1","","1","1","","","1","1","1","","","1","1","","1","1","1","","1","1","1","1","1","","","","","","1","1","1","1","1","","","","1","1","","","1","","","1","1","1","1","1","","1","","","","","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","","1","1","1","","","1","","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","","","1","","","","1","1","","","","","","","","","1","1","","1","1","1","","","","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Centers of America","Raritan Bay Inpatient","901 Ernston Road","","South Amboy","NJ","08879","","Middlesex","732-585-1815","https://recoverycentersofamerica.com/locations/raritan-bay/","40.4627762","-74.2806526","SU","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","1","","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","1","1","1","1","1","1","","","","","1","","","1","1","1","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","","1","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Laurel Healing Center","","801 A Birchfield Drive","","Mount Laurel","NJ","08054","","Burlington","856-200-8416","https://www.laurelcenter.com","39.9355","-74.9335","SU","1","","","","","","","1","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","","","","1","","","1","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","","1","","","1","","","1","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","1","1","","","1","1","","","","1","1","","","1","","","1","","","","","","","1","","","1","1","1","1","","1","","","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blum and Associates LLC","","74 East 2nd Street","2nd Floor","Moorestown","NJ","08057","","Burlington","856-304-2469","https://www.johnjblum.com","39.9659826","-74.9448039","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","1","","","","","","","","","1","","","","1","","","","","","","1","1","1","1","","1","","1","1","1","","1","","","1","","","","","","","","1","","","","1","1","","1","1","","","1","","","1","1","1","1","","","1","","","","","1","1","1","1","","","","","","","","","","1","","1","","1","1","1","","","","","1","","","","","1","1","","","","","","","","","1","","1","","","1","","","1","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Core Outpatient Services LLC","","540 Bordentown Avenue","Suite 203","South Amboy","NJ","08879","","Middlesex","732-963-2626","https://www.rehabangels.org/rehab/core-outpatient-services-llc-1382220","40.4753081","-74.2866776","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","","1","","","","1","","","","1","1","","","1","","","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","1","","","1","1","1","1","1","","","","","","","1","","1","1","1","1","","1","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Veritas Recovery Center","","540 Bordentown Avenue","Suite 4500","South Amboy","NJ","08879","","Middlesex","732-721-1000","https://veritasrecoverycenter.com","40.4753081","-74.2866776","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","1","","1","","","","1","","","","1","1","","","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","","","","1","1","","1","","1","1","1","","1","1","1","","1","1","","","1","","","","","1","","","","","","1","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Guardian Intensive Outpatient Program","New Brunswick","152 Livingston Avenue","","New Brunswick","NJ","08901","","Middlesex","732-532-3928","https://www.guardianiop.com","40.4879311","-74.4491837","SU","1","","","","","","1","","","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","1","","","1","","","","","1","","1","","","","","","","","1","1","","1","","","","","","","","","","1","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","","","1","","1","1","1","","1","","","","","1","","1","","","1","1","1","","","","1","1","1","1","","","","","","","","","1","1","1","1","","","","","","1","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Damon House Inc","Damon House Inpatient Facility","105 Joyce Kilmer Avenue","","New Brunswick","NJ","08901","","Middlesex","732-828-6002","https://www.damonhouse.org","40.4894442","-74.4515875","SU","1","","","","1","","","1","1","","","","","","","1","","","1","","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","","1","","1","","","1","","1","","","1","1","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","1","","1","1","1","","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","","","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","","","1","","","","","1","","1","","1","1","1","","1","1","1","1","1","1","","","","1","1","1","","1","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New Brunswick Counseling Center","","320 Suydam Street","","New Brunswick","NJ","08901","","Middlesex","732-246-4025 x109","https://www.nbcounselingcenter.org","40.4912111","-74.4517928","SU","1","","1","","1","","","1","1","1","1","","","","","1","","1","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","","1","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","","1","","1","","1","","1","","1","1","1","1","1","1","","1","","","","1","1","1","1","1","","","1","","1","1","","1","","1","1","1","","1","1","1","","","1","1","1","","1","","1","1","1","","1","1","1","1","1","1","1","","1","","","","1","","","1","1","1","","1","","","","","","","1","","1","1","","","","","","","","1","","","1","1","","1","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Journey Into Wellness LLC","","309 Fellowship Road","Suite 200","Mount Laurel","NJ","08054","2231","Burlington","856-793-7614","https://journeyintowellnessllc.com","39.9446349","-74.9525344","SU","1","","","","","","","","","","","","1","","","","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","","","","","","","1","1","","","","","1","","1","1","","","1","","1","1","","1","1","1","","1","","","","","1","1","1","1","","1","","","","","","1","","1","1","1","","1","1","1","","","","","","","","","","1","1","","","","","","","","","1","","","","","","","1","","","","","","","","","","","1","","","","1","","1","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOBA New Jersey","","104 Bayard Street","1st, 2nd, 4th and 5th Floors","New Brunswick","NJ","08901","","Middlesex","732-847-2869","https://sobanewjersey.com","40.493634","-74.4476533","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","","","","1","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","","1","1","","1","","","1","1","1","","","1","1","","1","","","","","","","1","1","","1","1","","1","","1","","","","1","","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Victor H Lopez LSW MSW LCADC CCS","","46 Bayard Street","Suite 301-A","New Brunswick","NJ","08901","","Middlesex","732-878-1365","https://","40.4941906","-74.4441942","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","","","","1","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","","","1","","1","1","1","1","1","1","","1","","","1","","","1","1","1","","","","","","","","1","","","","1","","","1","","","","","","","","","","","1","1","","","","","","","","","1","","","","","1","","","1","","1","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Resa Treatment Center LLC","","199 Main Street","Suite 2A","Keansburg","NJ","07734","","Monmouth","732-495-1474","https://www.resatreatmentcenter.com","40.4451206","-74.1303272","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","","1","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","1","1","","1","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","1","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","","1","","1","1","1","1","1","1","","","1","","1","","","1","1","1","","1","1","","1","","1","","1","1","1","1","","","","","","","","1","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"College Recovery LLC","SOBA New Jersey","33 Duke Street","","New Brunswick","NJ","08901","","Middlesex","973-556-7701","https://www.sobanewjersey.com","40.4993247","-74.4582864","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","1","1","","","1","1","","1","","1","1","","1","","1","","","","","","1","1","","","","","","","","","","1","1","1","","1","","","","","","1","","","","1","","","","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","","1","1","1","","1","","1","1","1","1","1","","","1","","","1","","1","1","1","1","","1","1","","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","","1","","1","1","","1","","","1","1","1","","","","1","","1","","1","1","1","","1","1","","1","1","1","","","1","1","","","","1","","","1","1","","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"South Amboy Health Center LLC","","1 Main Street","","South Amboy","NJ","08879","","Middlesex","732-952-1500","https://www.southamboyhealthcenter.com","40.4936435","-74.2920435","SU","1","","1","","1","","","1","","1","1","","","","","","","1","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","","","","","","","","1","1","","","","","1","","","1","1","","","","","","","","","","","","","1","1","","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","1","1","","1","","","1","1","","1","1","1","1","1","1","1","1","","","","1","1","","","1","1","1","1","","","","1","","","","","","","","","1","","","","","","","","","","1","","1","1","1","","","1","","","","","","","1","1","","1","","1","","","","1","1","","1","","","","","","","","","","","","","","","1","","","","","","",""
"Penn Medicine Princeton House","Behavioral Health/Moorestown","351 New Albany Road","","Moorestown","NJ","08057","","Burlington","856-779-2300","https://www.princetonhcs.org","39.9670602","-74.9726587","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","1","","1","","","","1","","","","","","1","1","","","","","1","","","","","","","","","1","1","","1","","","","","","1","1","1","","1","1","","","","1","","1","1","1","","","1","1","1","1","1","","1","1","1","1","","","","","","","","1","1","","","","","","1","","","","1","","1","1","1","1","1","","","","","","1","","1","1","1","1","","","","","","","","","","1","","1","","1","1","","","1","","","","","","","","1","","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","","","1","","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Genovese LPC LCADC","","68 First Avenue","Suite E","Atlantic Highlands","NJ","07716","","Monmouth","732-291-1993 x200","https://www.yourpersonalgrowth.net","40.4140624","-74.0375171","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","1","","","","1","","","","","","","","","","","1","1","1","","","","","","","","1","1","","","1","","","","1","1","","","1","","","1","1","1","1","","","1","","","","","","","","1","","1","","","","","","","","1","","1","","1","1","1","","","","","","","","","","1","1","","","","","","","","","1","","","","","1","","","1","","1","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Unity Place","","1 Keystone Avenue","Suite 100","Cherry Hill","NJ","08003","","Camden","856-424-4142","https://unityplace1.com/","39.9078126","-74.9675002","SU","1","","","","","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","","","","","","","","","1","","1","1","","1","","","","","1","","","","1","","","","","","","1","1","","","1","","","","","","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","","1","","1","1","1","1","","1","","1","1","","1","","","1","1","1","","1","1","","","","1","","1","1","1","1","1","","","","","","","1","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ocean Healthcare PCP Tuckerton LLC","DBA Taylor Care Adult Behavioral","213 West Main Street","","Tuckerton","NJ","08087","","Ocean","609-879-2233 x110","https://www.taylorcare.com","39.6017622","-74.347696","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","","","1","","1","1","","","","1","","","","1","","","1","1","1","","","","","","","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","","","","","1","1","","","","1","1","1","","1","1","1","","1","1","","1","","","","","1","1","","1","","1","1","1","1","1","1","","1","","1","","","","1","1","","1","","1","","","","1","","1","","1","1","","","","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
